,sample_id,filename,given_label,noisy_label
0,0,leptodactylus_pentadactylus_s_000004.png,6,3
1,1,camion_s_000148.png,9,1
2,2,tipper_truck_s_001250.png,9,1
3,3,american_elk_s_001521.png,4,6
4,4,station_wagon_s_000293.png,1,1
5,5,coupe_s_001735.png,1,9
6,6,cassowary_s_001300.png,2,2
7,7,cow_pony_s_001168.png,7,5
8,8,sea_boat_s_001584.png,8,0
9,9,tabby_s_001355.png,3,0
10,10,muntjac_s_001000.png,4,3
11,11,arabian_s_001354.png,7,7
12,12,quarter_horse_s_000672.png,7,5
13,13,passerine_s_000343.png,2,8
14,14,camion_s_001895.png,9,1
15,15,trailer_truck_s_000335.png,9,9
16,16,dumper_s_000821.png,9,8
17,17,alley_cat_s_000200.png,3,5
18,18,accentor_s_000677.png,2,3
19,19,frog_s_001671.png,6,9
20,20,capreolus_capreolus_s_000051.png,4,5
21,21,tomcat_s_000772.png,3,5
22,22,pickerel_frog_s_000446.png,6,6
23,23,bufo_s_001242.png,6,2
24,24,cassowary_s_001246.png,2,2
25,25,toad_s_001748.png,6,3
26,26,cat_s_000081.png,3,5
27,27,chihuahua_s_000825.png,5,2
28,28,alces_alces_s_000959.png,4,7
29,29,stealth_bomber_s_000554.png,0,2
30,30,twinjet_s_000663.png,0,2
31,31,trucking_rig_s_001402.png,9,1
32,32,auto_s_000609.png,1,9
33,33,tabby_cat_s_000983.png,3,6
34,34,wapiti_s_000416.png,4,2
35,35,monoplane_s_000895.png,0,2
36,36,true_cat_s_000247.png,3,5
37,37,tennessee_walker_s_000486.png,7,7
38,38,house_cat_s_000243.png,3,5
39,39,house_cat_s_001196.png,3,3
40,40,pekinese_s_001337.png,5,3
41,41,ostrich_s_001368.png,2,5
42,42,ostrich_s_001150.png,2,4
43,43,stallion_s_000046.png,7,5
44,44,station_waggon_s_000041.png,1,1
45,45,coupe_s_001944.png,1,9
46,46,estate_car_s_000580.png,1,9
47,47,accentor_s_000759.png,2,2
48,48,emu_novaehollandiae_s_000795.png,2,4
49,49,dive_bomber_s_001390.png,0,2
50,50,articulated_lorry_s_000131.png,9,1
51,51,pekinese_s_001093.png,5,5
52,52,broodmare_s_001463.png,7,3
53,53,delivery_truck_s_000834.png,9,0
54,54,songbird_s_001052.png,2,5
55,55,emu_s_000692.png,2,5
56,56,puppy_s_000115.png,5,3
57,57,wagtail_s_001821.png,2,0
58,58,dama_dama_s_000658.png,4,4
59,59,domestic_cat_s_001970.png,3,5
60,60,ambulance_s_003039.png,1,9
61,61,convertible_s_001763.png,1,9
62,62,tank_ship_s_001229.png,8,9
63,63,cassowary_s_001055.png,2,6
64,64,wagon_s_001142.png,1,1
65,65,police_cruiser_s_000620.png,1,9
66,66,moose_s_002308.png,4,4
67,67,aerial_ladder_truck_s_000584.png,9,7
68,68,saddle_horse_s_000717.png,7,5
69,69,tanker_s_001350.png,8,0
70,70,mongrel_s_001571.png,5,3
71,71,truck_s_000835.png,9,9
72,72,pickerel_frog_s_001195.png,6,9
73,73,lipizzan_s_000399.png,7,7
74,74,tabby_s_000074.png,3,5
75,75,automobile_s_001887.png,1,8
76,76,moving_van_s_001665.png,9,1
77,77,attack_aircraft_s_000153.png,0,3
78,78,domestic_cat_s_001596.png,3,5
79,79,compact_car_s_000048.png,1,2
80,80,domestic_cat_s_000009.png,3,5
81,81,pekingese_s_002089.png,5,3
82,82,capreolus_capreolus_s_001095.png,4,5
83,83,blenheim_spaniel_s_001103.png,5,3
84,84,stallion_s_000040.png,7,4
85,85,stud_mare_s_001672.png,7,7
86,86,elk_s_000920.png,4,2
87,87,lipizzan_s_001123.png,7,5
88,88,fire_truck_s_002721.png,9,1
89,89,elk_s_001888.png,4,2
90,90,finch_s_000750.png,2,3
91,91,tabby_s_000880.png,3,3
92,92,banana_boat_s_001324.png,8,0
93,93,twinjet_s_000591.png,0,0
94,94,shooting_brake_s_000029.png,1,7
95,95,rana_pipiens_s_000101.png,6,4
96,96,station_wagon_s_001387.png,1,8
97,97,station_wagon_s_002712.png,1,9
98,98,odocoileus_hemionus_s_000221.png,4,6
99,99,convertible_s_001715.png,1,9
100,100,abandoned_ship_s_000574.png,8,9
101,101,true_cat_s_000114.png,3,5
102,102,dustcart_s_000063.png,9,1
103,103,frog_s_000797.png,6,2
104,104,green_frog_s_001320.png,6,2
105,105,compact_car_s_001038.png,1,9
106,106,freighter_s_001351.png,8,8
107,107,mutt_s_000251.png,5,2
108,108,accentor_s_000303.png,2,2
109,109,lorry_s_001154.png,9,1
110,110,fire_truck_s_000894.png,9,9
111,111,cargo_vessel_s_000731.png,8,0
112,112,cruiser_s_000774.png,1,9
113,113,lippizan_s_000359.png,7,7
114,114,broodmare_s_001741.png,7,4
115,115,fighter_aircraft_s_000876.png,0,2
116,116,amphibious_aircraft_s_000216.png,0,1
117,117,leopard_frog_s_000339.png,6,3
118,118,trucking_rig_s_001315.png,9,1
119,119,shooting_brake_s_000886.png,1,1
120,120,pipit_s_000549.png,2,2
121,121,ostrich_s_002148.png,2,3
122,122,trucking_rig_s_001600.png,9,1
123,123,alauda_arvensis_s_000755.png,2,3
124,124,rana_temporaria_s_001087.png,6,6
125,125,bufo_s_000136.png,6,6
126,126,estate_car_s_000529.png,1,9
127,127,aerial_ladder_truck_s_000997.png,9,9
128,128,toy_spaniel_s_000384.png,5,5
129,129,amphibious_aircraft_s_001195.png,0,2
130,130,fallow_deer_s_001598.png,4,2
131,131,quarter_horse_s_000414.png,7,7
132,132,anuran_s_000712.png,6,2
133,133,arabian_s_001366.png,7,7
134,134,auto_s_000040.png,1,1
135,135,cargo_ship_s_001063.png,8,0
136,136,motorcar_s_000121.png,1,9
137,137,motorcar_s_000305.png,1,9
138,138,anthus_pratensis_s_001071.png,2,6
139,139,cruiser_s_000294.png,8,0
140,140,wagon_s_000763.png,1,9
141,141,alley_cat_s_002579.png,3,6
142,142,tabby_cat_s_000825.png,3,3
143,143,spadefoot_s_000051.png,6,2
144,144,wagtail_s_002075.png,2,8
145,145,fallow_deer_s_001697.png,4,4
146,146,garbage_truck_s_000777.png,9,9
147,147,moving_van_s_000067.png,9,0
148,148,mongrel_s_000696.png,5,9
149,149,red_deer_s_000741.png,4,4
150,150,true_cat_s_001768.png,3,5
151,151,spadefoot_s_000377.png,6,3
152,152,lipizzan_s_001233.png,7,4
153,153,japanese_deer_s_000163.png,4,5
154,154,toad_s_002436.png,6,0
155,155,police_boat_s_001421.png,8,0
156,156,puppy_s_002062.png,5,3
157,157,lapdog_s_001869.png,5,5
158,158,elk_s_001196.png,4,7
159,159,domestic_cat_s_001235.png,3,2
160,160,car_s_000057.png,1,9
161,161,lightship_s_000064.png,8,8
162,162,fallow_deer_s_001997.png,4,2
163,163,quarter_horse_s_000022.png,7,5
164,164,bufo_calamita_s_000566.png,6,2
165,165,biplane_s_000624.png,0,0
166,166,fire_truck_s_001616.png,9,1
167,167,japanese_spaniel_s_000037.png,5,5
168,168,ambulance_s_001394.png,1,1
169,169,domestic_cat_s_001056.png,3,4
170,170,tugboat_s_001384.png,8,8
171,171,emu_s_000072.png,2,3
172,172,gelding_s_000206.png,7,7
173,173,puppy_s_000637.png,5,5
174,174,tabby_cat_s_002607.png,3,3
175,175,elk_s_001198.png,4,6
176,176,estate_car_s_001496.png,1,3
177,177,peke_s_001338.png,5,3
178,178,arabian_s_001018.png,7,4
179,179,fighter_aircraft_s_000538.png,0,0
180,180,fallow_deer_s_001164.png,4,2
181,181,lippizan_s_000390.png,7,5
182,182,toy_dog_s_000932.png,5,3
183,183,maltese_s_002151.png,5,5
184,184,car_s_000002.png,1,9
185,185,jumbo_jet_s_000697.png,0,9
186,186,dump_truck_s_000008.png,9,1
187,187,spadefoot_s_000084.png,6,2
188,188,motortruck_s_000014.png,9,9
189,189,jetliner_s_001502.png,0,8
190,190,tanker_s_000157.png,8,0
191,191,riding_horse_s_001870.png,7,7
192,192,cabin_cruiser_s_000096.png,8,0
193,193,dredger_s_001623.png,8,9
194,194,pipit_s_001102.png,2,2
195,195,mongrel_s_002430.png,5,9
196,196,skylark_s_000150.png,2,3
197,197,cat_s_001604.png,3,3
198,198,puppy_s_000211.png,5,7
199,199,airbus_s_001124.png,0,8
200,200,leopard_frog_s_001021.png,6,5
201,201,wagon_s_001824.png,1,9
202,202,garbage_truck_s_000147.png,9,1
203,203,tabby_s_001354.png,3,3
204,204,rana_temporaria_s_000295.png,6,6
205,205,lorry_s_000364.png,9,3
206,206,estate_car_s_000075.png,1,9
207,207,tabby_s_000970.png,3,5
208,208,fire_engine_s_000985.png,9,1
209,209,toad_s_000022.png,6,3
210,210,texas_toad_s_000215.png,6,6
211,211,broodmare_s_000707.png,7,5
212,212,car_s_000286.png,1,9
213,213,twinjet_s_000565.png,0,0
214,214,truck_s_001385.png,9,2
215,215,toy_dog_s_000752.png,5,3
216,216,police_boat_s_000092.png,8,0
217,217,toy_dog_s_001197.png,5,3
218,218,cassowary_s_002446.png,2,2
219,219,articulated_lorry_s_000050.png,9,1
220,220,monoplane_s_000781.png,0,8
221,221,lightship_s_000343.png,8,8
222,222,powerboat_s_001486.png,8,0
223,223,jumbo_jet_s_000071.png,0,0
224,224,bufo_debilis_s_000024.png,6,6
225,225,transporter_s_000272.png,9,1
226,226,estate_car_s_000743.png,1,9
227,227,motorcar_s_000697.png,1,8
228,228,rana_catesbeiana_s_001655.png,6,3
229,229,tabby_s_000675.png,3,5
230,230,remount_s_000285.png,7,0
231,231,rana_catesbeiana_s_001521.png,6,8
232,232,true_frog_s_000223.png,6,4
233,233,airliner_s_002304.png,0,0
234,234,natterjack_s_000987.png,6,6
235,235,leptodactylid_s_000082.png,6,2
236,236,coupe_s_001892.png,1,9
237,237,quarter_horse_s_000419.png,7,7
238,238,car_s_001323.png,1,9
239,239,maltese_dog_s_001043.png,5,3
240,240,boat_s_000543.png,8,0
241,241,tabby_cat_s_001537.png,3,5
242,242,rana_catesbeiana_s_001096.png,6,6
243,243,bufo_bufo_s_000326.png,6,3
244,244,pilot_boat_s_000646.png,8,0
245,245,toad_frog_s_001672.png,6,2
246,246,boat_s_000988.png,8,8
247,247,deer_s_001383.png,4,2
248,248,bufo_bufo_s_000261.png,6,3
249,249,leopard_frog_s_000763.png,6,6
250,250,coupe_s_002178.png,1,9
251,251,cat_s_000663.png,3,3
252,252,ship_s_000175.png,8,8
253,253,house_cat_s_001471.png,3,5
254,254,stag_s_001458.png,4,5
255,255,station_wagon_s_001337.png,1,1
256,256,quarter_horse_s_002201.png,7,5
257,257,coupe_s_000698.png,1,1
258,258,tomcat_s_002553.png,3,2
259,259,scow_s_001266.png,8,2
260,260,chihuahua_s_000385.png,5,3
261,261,convertible_s_001500.png,1,9
262,262,convertible_s_000408.png,1,1
263,263,odocoileus_hemionus_s_000512.png,4,5
264,264,jumbo_jet_s_000971.png,0,2
265,265,truck_s_000650.png,9,1
266,266,domestic_cat_s_001288.png,3,5
267,267,walking_horse_s_000194.png,7,5
268,268,elk_s_001657.png,4,2
269,269,tipper_truck_s_000287.png,9,1
270,270,dumper_s_000648.png,9,1
271,271,struthio_camelus_s_000225.png,2,4
272,272,woodland_caribou_s_000803.png,4,5
273,273,ladder_truck_s_000795.png,9,1
274,274,pantechnicon_s_000230.png,9,1
275,275,shooting_brake_s_000229.png,1,9
276,276,jetliner_s_001349.png,0,2
277,277,toy_dog_s_001280.png,5,3
278,278,dump_truck_s_002104.png,9,1
279,279,twinjet_s_001360.png,0,2
280,280,tugboat_s_000715.png,8,8
281,281,passerine_s_000360.png,2,0
282,282,automobile_s_002337.png,1,6
283,283,honey_eater_s_001422.png,2,3
284,284,attack_aircraft_s_001304.png,0,7
285,285,toy_dog_s_000114.png,5,3
286,286,anuran_s_000550.png,6,6
287,287,mouser_s_000382.png,3,3
288,288,sparrow_s_000037.png,2,2
289,289,stud_mare_s_001038.png,7,7
290,290,speedboat_s_002588.png,8,1
291,291,passenger_ship_s_002153.png,8,8
292,292,bufo_bufo_s_001876.png,6,4
293,293,biplane_s_000651.png,0,0
294,294,gelding_s_001785.png,7,5
295,295,trucking_rig_s_001598.png,9,9
296,296,deer_s_000309.png,4,7
297,297,pekingese_s_001946.png,5,5
298,298,frog_s_002802.png,6,5
299,299,cervus_unicolor_s_000290.png,4,2
300,300,honey_eater_s_000478.png,2,6
301,301,automobile_s_001152.png,1,9
302,302,coupe_s_000846.png,1,8
303,303,flying_bird_s_000252.png,2,0
304,304,automobile_s_002343.png,1,8
305,305,japanese_spaniel_s_001162.png,5,5
306,306,fire_truck_s_000043.png,9,1
307,307,semi_s_001207.png,9,1
308,308,fighter_aircraft_s_001840.png,0,2
309,309,ship_s_001976.png,8,0
310,310,caribou_s_001222.png,4,0
311,311,police_cruiser_s_001347.png,1,8
312,312,coupe_s_000042.png,1,7
313,313,bufo_bufo_s_000995.png,6,3
314,314,tabby_s_001148.png,3,5
315,315,true_cat_s_000476.png,3,3
316,316,garbage_truck_s_001442.png,9,1
317,317,fighter_aircraft_s_000385.png,0,0
318,318,quarter_horse_s_001602.png,7,9
319,319,camion_s_000116.png,9,1
320,320,tennessee_walker_s_000539.png,7,4
321,321,lipizzan_s_000452.png,7,2
322,322,trucking_rig_s_001594.png,9,9
323,323,shooting_brake_s_001611.png,1,9
324,324,puppy_s_002096.png,5,2
325,325,auto_s_000855.png,1,8
326,326,bufo_marinus_s_001364.png,6,0
327,327,natterjack_s_000036.png,6,6
328,328,pontoon_s_000643.png,8,0
329,329,stallion_s_001256.png,7,7
330,330,coupe_s_001863.png,1,0
331,331,house_cat_s_000079.png,3,3
332,332,jetliner_s_000981.png,0,1
333,333,felis_catus_s_000853.png,3,3
334,334,tabby_cat_s_000827.png,3,5
335,335,struthio_camelus_s_001250.png,2,5
336,336,fawn_s_001915.png,4,3
337,337,canis_familiaris_s_001298.png,5,5
338,338,lipizzan_s_002122.png,7,3
339,339,toy_spaniel_s_001133.png,5,3
340,340,dump_truck_s_000029.png,9,9
341,341,fighter_s_001042.png,0,0
342,342,domestic_cat_s_000493.png,3,3
343,343,cervus_elaphus_s_001764.png,4,7
344,344,airbus_s_000627.png,0,4
345,345,fawn_s_001452.png,4,5
346,346,fallow_deer_s_000959.png,4,2
347,347,spadefoot_s_000777.png,6,4
348,348,seaplane_s_001639.png,0,0
349,349,plane_s_001066.png,0,0
350,350,bufo_viridis_s_000348.png,6,3
351,351,crapaud_s_000051.png,6,6
352,352,seaplane_s_001447.png,0,1
353,353,boat_s_000404.png,8,2
354,354,convertible_s_001242.png,1,8
355,355,toad_s_000201.png,6,2
356,356,finch_s_000494.png,2,2
357,357,fire_engine_s_001437.png,9,9
358,358,pipit_s_000226.png,2,3
359,359,toy_dog_s_000960.png,5,5
360,360,delivery_truck_s_001121.png,9,0
361,361,bufo_marinus_s_001506.png,6,3
362,362,studhorse_s_000010.png,7,5
363,363,woodland_caribou_s_001003.png,4,0
364,364,station_wagon_s_000260.png,1,9
365,365,pilot_boat_s_000356.png,8,8
366,366,stud_mare_s_001497.png,7,3
367,367,tabby_cat_s_001966.png,3,5
368,368,american_toad_s_000006.png,6,3
369,369,tipper_s_000010.png,9,1
370,370,tomcat_s_002230.png,3,3
371,371,dive_bomber_s_001120.png,0,2
372,372,wapiti_s_000802.png,4,3
373,373,biplane_s_000862.png,0,0
374,374,blenheim_spaniel_s_000589.png,5,5
375,375,shooting_brake_s_001161.png,1,9
376,376,jetliner_s_000400.png,0,0
377,377,tabby_s_000923.png,3,5
378,378,alces_alces_s_000361.png,4,4
379,379,police_boat_s_000002.png,8,0
380,380,mutt_s_001696.png,5,2
381,381,cervus_elaphus_s_001695.png,4,4
382,382,quarter_horse_s_000752.png,7,5
383,383,accentor_s_000449.png,2,2
384,384,tabby_cat_s_000144.png,3,2
385,385,fire_engine_s_001513.png,9,1
386,386,tennessee_walking_horse_s_001187.png,7,5
387,387,bufo_s_001247.png,6,6
388,388,arabian_s_002147.png,7,5
389,389,compact_s_001258.png,1,9
390,390,elk_s_002339.png,4,0
391,391,stud_mare_s_001384.png,7,5
392,392,fighter_aircraft_s_000745.png,0,2
393,393,police_cruiser_s_001047.png,1,9
394,394,lipizzan_s_001764.png,7,5
395,395,cat_s_000331.png,3,5
396,396,taxi_s_000701.png,1,9
397,397,boat_s_000432.png,8,9
398,398,japanese_deer_s_000942.png,4,6
399,399,sambar_s_000076.png,4,4
400,400,ostrich_s_001559.png,2,5
401,401,dive_bomber_s_000185.png,0,8
402,402,lark_s_001532.png,2,2
403,403,flightless_bird_s_000480.png,2,0
404,404,stealth_fighter_s_001312.png,0,0
405,405,jumbojet_s_000789.png,0,1
406,406,delivery_truck_s_000510.png,9,9
407,407,biplane_s_001901.png,0,9
408,408,lorry_s_001185.png,9,1
409,409,crapaud_s_000511.png,6,4
410,410,boat_s_001280.png,8,9
411,411,bird_s_001357.png,2,4
412,412,stud_mare_s_001477.png,7,7
413,413,arabian_s_000751.png,7,2
414,414,rangifer_caribou_s_000586.png,4,7
415,415,monoplane_s_000036.png,0,8
416,416,house_cat_s_001321.png,3,5
417,417,stealth_fighter_s_000240.png,0,2
418,418,oil_tanker_s_000129.png,8,8
419,419,tipper_truck_s_000416.png,9,9
420,420,roe_deer_s_000358.png,4,2
421,421,rhea_americana_s_000475.png,2,5
422,422,lippizaner_s_000517.png,7,7
423,423,cassowary_s_000297.png,2,2
424,424,pekingese_s_001675.png,5,3
425,425,accentor_s_001058.png,2,2
426,426,lapdog_s_000227.png,5,5
427,427,auto_s_001153.png,1,9
428,428,fire_engine_s_000443.png,9,1
429,429,muntjac_s_000815.png,4,5
430,430,lightship_s_000090.png,8,1
431,431,dog_s_002441.png,5,7
432,432,auto_s_001951.png,1,9
433,433,arabian_s_000328.png,7,3
434,434,odocoileus_hemionus_s_000188.png,4,7
435,435,barking_deer_s_000019.png,4,5
436,436,dive_bomber_s_001486.png,0,0
437,437,bufo_viridis_s_000503.png,6,2
438,438,wrecker_s_002294.png,9,1
439,439,monoplane_s_000206.png,0,2
440,440,arabian_s_002282.png,7,4
441,441,speedboat_s_002160.png,8,0
442,442,cargo_vessel_s_002136.png,8,8
443,443,garbage_truck_s_000726.png,9,1
444,444,delivery_truck_s_001468.png,9,8
445,445,house_cat_s_002240.png,3,3
446,446,house_cat_s_000045.png,3,3
447,447,caribou_s_002007.png,4,5
448,448,propeller_plane_s_000451.png,0,9
449,449,fallow_deer_s_001082.png,4,5
450,450,dog_s_001897.png,5,5
451,451,bufo_bufo_s_001631.png,6,3
452,452,spadefoot_s_000191.png,6,3
453,453,multiengine_airplane_s_000186.png,0,9
454,454,auto_s_002359.png,1,1
455,455,stealth_bomber_s_001607.png,0,2
456,456,passenger_ship_s_000582.png,8,0
457,457,airliner_s_001297.png,0,2
458,458,fallow_deer_s_000973.png,4,3
459,459,speedboat_s_000178.png,8,8
460,460,boat_s_001444.png,8,1
461,461,estate_car_s_000712.png,1,9
462,462,english_toy_spaniel_s_000888.png,5,6
463,463,passerine_s_000699.png,2,2
464,464,rana_pipiens_s_000286.png,6,5
465,465,tanker_s_000025.png,8,0
466,466,car_s_001956.png,1,1
467,467,stealth_bomber_s_000424.png,0,9
468,468,airliner_s_001070.png,0,2
469,469,stud_mare_s_001348.png,7,5
470,470,quarter_horse_s_000282.png,7,5
471,471,maltese_s_001818.png,5,2
472,472,lorry_s_001786.png,9,1
473,473,true_frog_s_000064.png,6,4
474,474,cassowary_s_001372.png,2,2
475,475,houseboat_s_000626.png,8,4
476,476,domestic_cat_s_000035.png,3,5
477,477,deer_s_001596.png,4,2
478,478,cow_pony_s_000803.png,7,5
479,479,tabby_cat_s_001466.png,3,4
480,480,tipper_truck_s_001525.png,9,8
481,481,stealth_fighter_s_000533.png,0,3
482,482,station_wagon_s_000750.png,1,1
483,483,wagtail_s_001549.png,2,6
484,484,rangifer_caribou_s_000985.png,4,2
485,485,cargo_ship_s_000408.png,8,0
486,486,cab_s_000788.png,1,9
487,487,flatboat_s_000044.png,8,0
488,488,bufo_viridis_s_000457.png,6,6
489,489,fallow_deer_s_000040.png,4,2
490,490,barren_ground_caribou_s_000077.png,4,0
491,491,pekinese_s_000453.png,5,5
492,492,female_horse_s_000358.png,7,7
493,493,compact_car_s_000869.png,1,3
494,494,tabby_cat_s_002454.png,3,5
495,495,delivery_truck_s_000864.png,9,9
496,496,cargo_ship_s_000802.png,8,8
497,497,attack_aircraft_s_000037.png,0,0
498,498,convertible_s_000037.png,1,9
499,499,broodmare_s_001448.png,7,7
500,500,toy_spaniel_s_001286.png,5,3
501,501,packet_boat_s_001206.png,8,1
502,502,ostrich_s_001564.png,2,2
503,503,hospital_ship_s_001658.png,8,0
504,504,stealth_bomber_s_001035.png,0,0
505,505,stag_s_002583.png,4,5
506,506,police_cruiser_s_000629.png,1,9
507,507,merchant_ship_s_001242.png,8,0
508,508,dump_truck_s_001584.png,9,9
509,509,cargo_ship_s_001830.png,8,0
510,510,nandu_s_000721.png,2,2
511,511,garbage_truck_s_001119.png,9,9
512,512,lorry_s_002317.png,9,9
513,513,wagtail_s_001445.png,2,3
514,514,lipizzan_s_002049.png,7,7
515,515,maltese_s_000948.png,5,2
516,516,quarter_horse_s_000798.png,7,5
517,517,house_cat_s_001472.png,3,2
518,518,tank_ship_s_001155.png,8,0
519,519,hospital_ship_s_001838.png,8,0
520,520,mule_deer_s_000581.png,4,7
521,521,deer_s_001329.png,4,5
522,522,rhea_americana_s_000268.png,2,2
523,523,lippizan_s_000440.png,7,5
524,524,convertible_s_002117.png,1,9
525,525,bufo_marinus_s_001567.png,6,3
526,526,roe_deer_s_000690.png,4,5
527,527,twinjet_s_000481.png,0,8
528,528,american_elk_s_001743.png,4,4
529,529,bufo_viridis_s_000254.png,6,2
530,530,dumper_s_000179.png,9,0
531,531,lippizan_s_000323.png,7,7
532,532,leopard_frog_s_000058.png,6,4
533,533,prunella_modularis_s_000578.png,2,3
534,534,maltese_s_001867.png,5,2
535,535,toy_dog_s_001358.png,5,7
536,536,police_cruiser_s_000500.png,1,9
537,537,broodmare_s_001589.png,7,4
538,538,passerine_s_000381.png,2,0
539,539,accentor_s_000424.png,2,0
540,540,finch_s_000617.png,2,6
541,541,trucking_rig_s_001111.png,9,1
542,542,canis_familiaris_s_001059.png,5,2
543,543,cervus_elaphus_s_000813.png,4,4
544,544,cassowary_s_000339.png,2,4
545,545,buckskin_s_000325.png,7,7
546,546,lightship_s_001019.png,8,9
547,547,shooting_brake_s_001330.png,1,9
548,548,tomcat_s_002649.png,3,5
549,549,barren_ground_caribou_s_000174.png,4,4
550,550,cat_s_000572.png,3,5
551,551,walking_horse_s_002079.png,7,5
552,552,rana_temporaria_s_001139.png,6,3
553,553,tipper_s_000007.png,9,9
554,554,freighter_s_000661.png,8,0
555,555,stealth_fighter_s_000020.png,0,0
556,556,goliath_frog_s_000205.png,6,8
557,557,stealth_bomber_s_000703.png,0,2
558,558,prunella_modularis_s_000795.png,2,5
559,559,struthio_camelus_s_000331.png,2,8
560,560,dunnock_s_000956.png,2,0
561,561,auto_s_001284.png,1,6
562,562,scow_s_000831.png,8,8
563,563,fallow_deer_s_001256.png,4,0
564,564,stealth_fighter_s_001297.png,0,0
565,565,estate_car_s_000845.png,1,5
566,566,ship_s_001691.png,8,0
567,567,abandoned_ship_s_000977.png,8,0
568,568,wagon_s_001298.png,1,1
569,569,feist_s_000354.png,5,4
570,570,lipizzan_s_001600.png,7,5
571,571,leopard_frog_s_001700.png,6,2
572,572,cervus_elaphus_s_000066.png,4,7
573,573,toy_s_000517.png,5,5
574,574,cargo_ship_s_000556.png,8,0
575,575,stallion_s_001717.png,7,7
576,576,coupe_s_001004.png,1,9
577,577,camion_s_001068.png,9,9
578,578,coupe_s_000001.png,1,1
579,579,garbage_truck_s_001253.png,9,9
580,580,sea_boat_s_001960.png,8,1
581,581,capreolus_capreolus_s_001169.png,4,4
582,582,lippizan_s_000681.png,7,7
583,583,tabby_s_000512.png,3,5
584,584,pontoon_s_000271.png,8,8
585,585,sea_boat_s_001502.png,8,8
586,586,lark_s_000700.png,2,0
